계약번호,판매업체,구매업체,제품구분,배터리종류,계약수량(단위당),개당가격,지급형태,총계약금액,계약보증금,계약일,총지급일
20250614001,(주)에이텍모빌리티,사) 울산산업기술인력양성협회,중고배터리,CEVO,12,"₩12,215,046",일시,"₩146,580,552","₩15,114,844",2025-06-14,2025-07-05
20231208002,에스쓰리알,디에이팩토리,중고배터리,레이,4,"₩892,681",분할,"₩3,570,724","₩445,805",2023-12-08,2024-01-16
20231129001,인선모터스 주식회사,태형리싸이클링,중고배터리,니로,9,"₩11,853,927",후불,"₩106,685,343","₩8,676,380",2023-11-29,2023-12-08
20230926001,(주) 아이윈,한국전지산업협회,중고배터리,기타,17,"₩828,714",후불,"₩14,088,138","₩1,875,300",2023-09-26,2023-10-11
20241211005,한국환경공단,성일하이텍(주),폐배터리(재사용),트위지,47,"₩46,528",일시,"₩2,186,822","₩109,341",2024. 12. ,2025-03-06
20250313004,주식회사디아이씨,주식회사 알디솔루션,중고배터리,봉고3,19,"₩14,812,006",선급+잔금,"₩281,428,114","₩39,479,821",2025-03-13,2025-04-03
20240509005,(재)제주테크노파크,(주)솔라라이트,폐배터리(재활용),SM3,1,"₩320,000",일시,"₩320,000","₩16,000",2024-05-16,2024-05-29
20231110011,한국환경공단,성일하이텍(주),폐배터리(재사용),SM3,2,"₩219,000",일시,"₩438,000","₩21,900",2023-11-14,2025-05-20
20240421002,인선모터스 주식회사,(재) 제주테크노파크,중고배터리,아이오닉,6,"₩11,884,638",후불,"₩71,307,828","₩7,302,225",2024-04-21,2024-05-06
20240902002,(재)제주테크노파크,주식회사 이알,폐배터리(재활용),레이,1,"₩3,428,540",일시,"₩4,000,000","₩200,000",2024-09-11,2024-09-24
20241013002,주식회사 에바싸이클,㈜ 어스앤배터리,중고배터리,아이오닉,2,"₩9,949,438",일시,"₩19,898,876","₩2,044,835",2024-10-13,2024-10-19
20240902003,(주)에이텍모빌리티,사) 울산산업기술인력양성협회,중고배터리,봉고3,9,"₩13,607,700",일시,"₩122,469,300","₩13,371,374",2024-09-02,2024-10-03
20240208001,성일하이텍(주),한국화재보험협회 부설 방재시험연구원,중고배터리,포터,11,"₩9,788,646",일시,"₩107,675,106","₩13,219,066",2024-02-08,2024-03-18
20250424001,성일하이텍(주),㈜ 엔에이치리사이텍컴퍼니,중고배터리,니로,15,"₩13,353,859",분할,"₩200,307,885","₩16,903,981",2025. 4. 2,2025-06-06
20221014004,한국환경공단,(주)어스텍,폐배터리,기타,18,"₩2,142,222",일시,"₩38,560,000","₩1,928,000",2022-10-19,2022-04-26
20250829001,주식회사 인터맥,주식회사 이브이씨씨,중고배터리,BlueOn,13,"₩2,725,091",일시,"₩35,426,183","₩3,935,735",2025-08-29,2025-09-09
20240104001,주식회사 에코프로씨엔,(주)비엠테크,중고배터리,봉고3,16,"₩4,416,398",일시,"₩70,662,368","₩7,435,140",2024-01-04,2024-02-11
20220418009,한국환경공단,(주)솔라라이트,폐배터리(재사용),기타,6,"₩525,000",일시,"₩3,150,000","₩157,500",2022-04-19,2025-05-14
20241031002,(주)에이프로,(주)지에스원,중고배터리,쏘울,11,"₩18,200,000",분할,"₩200,200,000","₩20,309,625",2024. 9. 1,2024-11-27
20250207001,(주) 아이윈,하나기술,중고배터리,볼트,15,"₩2,346,600",일시,"₩35,199,000","₩3,795,866",2025-02-07,2025-03-14
20250124001,아이에스동서,(주) 어스텍,중고배터리,레이,16,"₩11,088,023",일시,"₩177,408,368","₩17,852,801",2025-01-24,2025-02-23
20240220002,고려아연㈜ 온산제련소,주식회사 피엠그로우,중고배터리,코나,17,"₩5,704,958",선급+잔금,"₩96,984,286","₩12,194,337",2024-02-20,2024-03-27
20250503001,(주) 비에이에너지,굿바이카 주식회사,중고배터리,포터,7,"₩9,094,937",일시,"₩63,664,559","₩7,205,626",2025-05-03,2025-06-03
20220328003,한국환경공단,한국전지산업협회,폐배터리,아이오닉,1,"₩700,000",일시,"₩700,000","₩35,000",2022-04-01,2022-04-20
20241016001,(주) 금일,㈜ 에코비트프리텍,중고배터리,코나,20,"₩6,405,199",선급+잔금,"₩128,103,980","₩18,879,567",2024-10-16,2024-11-22
20240716003,한국환경공단,대형산업,폐배터리(재활용),쏘울,2,"₩184,800",일시,"₩369,600","₩18,480",2024-07-17,2024-07-30
20240418002,한국환경공단,(주)민테크,폐배터리(재사용),니로,1,"₩5,093,483",일시,"₩5,093,483","₩254,674",2024-04-22,2024-05-03
20250216001,주식회사 레플러스,㈜ 이알,중고배터리,레이,13,"₩1,371,880",일시,"₩17,834,440","₩2,302,928",2025-02-16,2025-03-20
20220310005,한국환경공단,(주)비엠테크,폐배터리(재사용),SM3,1,"₩1,254,100",일시,"₩1,254,100","₩62,705",2022-03-11,2023-08-30
20241015002,한국환경공단,(주)민테크,폐배터리(재사용),코나,2,"₩3,427,000",일시,"₩6,854,000","₩342,700",2024-10-18,2024-10-31
20220713001,한국환경공단,원광전력(주),폐배터리,아이오닉,1,"₩1,000,000",일시,"₩1,000,000","₩50,000",2022-07-14,2022-04-05
20230210001,(재)제주테크노파크,(주)포엔,폐배터리,니로,1,"₩3,100,000",일시,"₩3,100,000","₩155,000",2023-02-10,2022-12-05
20241110002,하나기술,주식회사 이브이씨씨,중고배터리,BlueOn,9,"₩10,771,342",일시,"₩96,942,078","₩7,029,650",2024-11-10,2024-12-22
20250121001,(주) 아이윈,한국화재보험협회 부설 방재시험연구원,중고배터리,쏘울,17,"₩2,296,322",분할,"₩39,037,474","₩2,821,169",2025-01-21,2025-02-09
20230217001,(주)비젼알앤이,주식회사 레플러스,중고배터리,쏘울,8,"₩9,274,557",선급+잔금,"₩74,196,456","₩8,916,256",2023-02-17,2023-03-16
20240821002,(주)에이텍모빌리티,(주) 다원화학,중고배터리,포터,10,"₩8,889,028",후불,"₩88,890,280","₩10,962,531",2024-08-21,2024-09-27
20220328010,한국환경공단,한국전지산업협회,폐배터리,코나,1,"₩3,000,000",일시,"₩3,000,000","₩150,000",2022-04-01,2022-04-20
20240505001,㈜ 에이치엔티,㈜ 엔에이치리사이텍컴퍼니,중고배터리,D2,1,"₩13,760,887",분할,"₩13,760,887","₩1,517,675",2024-05-05,2024-06-19
20250526001,주식회사디아이씨,(주) 인지이솔루션,중고배터리,포터,9,"₩12,790,918",일시,"₩115,118,262","₩12,963,353",2025-05-26,2025-06-12
20221208004,한국환경공단,한국전지산업협회,폐배터리,아이오닉,1,"₩900,000",일시,"₩900,000","₩45,000",2022-12-16,2022-04-20
20240614001,한국환경공단,성일하이텍(주),폐배터리(재활용),쏘울,9,"₩284,667",일시,"₩2,562,000","₩128,100",2024-06-19,2024-07-02
20231222001,(주) 씨알메탈,(재) 경북하이브리드부품연구원,중고배터리,쏘울,4,"₩10,935,804",후불,"₩43,743,216","₩4,010,693",2023-12-22,2024-01-09
20240701001,(주) 비에이에너지,사단법인 한국전기차리빌딩협회,중고배터리,니로,18,"₩11,235,242",일시,"₩202,234,356","₩28,758,535",2024-07-01,2024-08-07
20240114002,주식회사디아이씨,(주) 아이윈,중고배터리,코나,1,"₩7,730,183",일시,"₩7,730,183","₩911,499",2024-01-14,2024-02-26
20240329001,(주)에이프로,디에이팩토리,중고배터리,코나,20,"₩20,091,945",후불,"₩401,838,900","₩46,902,426",2024-03-29,2024-04-24
20231009001,성일하이텍(주),쌍용직업전문학교,중고배터리,포터,4,"₩6,810,798",일시,"₩27,243,192","₩3,410,015",2023-10-09,2023-11-17
20240103001,주식회사디아이씨,(주) 포엔,중고배터리,포터,20,"₩6,906,725",일시,"₩138,134,500","₩13,180,452",2024-01-03,2024-02-17
20250216002,한국배터리산업협회,(주) 퀀텀솔루션,중고배터리,SM3,15,"₩449,302",분할,"₩6,739,530","₩851,844",2025-02-16,2025-02-24
20240603003,아이에스동서,㈜ 에이치엔티,중고배터리,니로,14,"₩6,679,035",일시,"₩93,506,490","₩8,817,446",2024-06-03,2024-06-20
20240517005,한국환경공단,부경테크,폐배터리(재사용),SM3,2,"₩145,000",일시,"₩290,000","₩14,500",2024-05-20,2024-05-31
20220623001,(재)제주테크노파크,(주)솔라라이트,폐배터리(재활용),SM3,1,"₩310,000",일시,"₩310,000","₩15,500",2022-06-23,2024-05-29
20220401005,한국환경공단,주식회사 알오씨오토시스템,폐배터리(재활용),SM3,2,"₩281,065",일시,"₩562,130","₩28,107",2022-03-17,2025-02-04
20250329001,㈜ 엔에이치리사이텍컴퍼니,디에이팩토리,중고배터리,아이오닉,7,"₩9,172,217",선급+잔금,"₩64,205,519","₩5,420,131",2025-03-29,2025-04-24
20250426001,주식회사디아이씨,(주) 포엔,중고배터리,니로,5,"₩3,746,050",일시,"₩18,730,250","₩2,531,648",2025-04-26,2025-05-27
20221017002,한국환경공단,원광전력(주),폐배터리,아이오닉,1,"₩960,000",일시,"₩960,000","₩48,000",2022-10-26,2022-04-05
20240113002,아이에스동서,한국환경공단,중고배터리,봉고3,16,"₩10,188,110",후불,"₩163,009,760","₩11,701,017",2024-01-13,2024-02-12
20240530002,하나기술,(주) 솔라라이트,중고배터리,코나,5,"₩7,892,277",일시,"₩39,461,385","₩5,687,319",2024-05-30,2024-06-25
20250317001,(주)에이텍모빌리티,인선모터스 주식회사,중고배터리,BlueOn,13,"₩8,390,036",분할,"₩109,070,468","₩12,418,414",2025-03-17,2025-04-30
20230518011,한국환경공단,공주대학교,폐배터리(재사용),쏘울,1,"₩6,039,250",일시,"₩6,039,250","₩301,962",2023-05-23,2022-11-07
20221019005,한국환경공단,(주)솔라라이트,폐배터리(재사용),코나,9,"₩1,152,778",일시,"₩10,375,000","₩518,750",2022-10-21,2024-11-06
20240611002,한국환경공단,주식회사이브이씨씨,폐배터리(재사용),포터,1,"₩2,400,000",일시,"₩2,400,000","₩120,000",2024-06-12,2024-06-25
20250610001,(주) 비에이에너지,주식회사디아이씨,중고배터리,SM3,18,"₩687,785",선급+잔금,"₩12,380,130","₩1,038,672",2025-06-10,2025-07-01
20231110002,한국환경공단,한국전지산업협회,폐배터리,코나,2,"₩8,900,000",일시,"₩17,800,000","₩890,000",2023-11-15,2023-02-13
20241011002,한국전지산업협회,(주)엠텍정보기술,중고배터리,포터,4,"₩7,260,276",일시,"₩29,041,104","₩3,635,688",2024-10-11,2024-11-21
20240307001,(주) 비에이에너지,㈜ 에이치엔티,중고배터리,쏘울,19,"₩6,917,650",일시,"₩131,435,350","₩17,416,301",2024-03-07,2024-03-12
20241216007,한국환경공단,주식회사 시너지,폐배터리,SM3,1,"₩631,000",일시,"₩631,000","₩31,550",2024. 12. ,2025-01-02
20230609004,한국환경공단,(주)민테크,폐배터리(재사용),코나,3,"₩4,541,880",일시,"₩13,625,640","₩681,282",2023-06-13,2023-11-28
20250111002,(재) 제주테크노파크,성일하이텍(주),중고배터리,BlueOn,7,"₩2,990,220",일시,"₩20,931,540","₩3,079,599",2025-01-11,2025-01-26
20240422001,인선모터스 주식회사,주식회사 인터맥,중고배터리,포터,7,"₩10,083,665",일시,"₩70,585,655","₩9,483,839",2024-04-22,2024-04-27
20250405001,(주) 다원화학,주식회사 시너지,중고배터리,포터,8,"₩3,602,169",일시,"₩28,817,352","₩3,841,699",2025-04-05,2025-05-12
20240611005,고려아연㈜ 온산제련소,(주) 솔라라이트,중고배터리,SM3,18,"₩458,832",일시,"₩8,258,976","₩863,482",2024-06-11,2024-06-30
20240330002,인선모터스 주식회사,주식회사디아이씨,중고배터리,니로,1,"₩4,305,075",선급+잔금,"₩4,305,075","₩579,069",2024-03-30,2024-04-07
20250403001,고려아연㈜ 온산제련소,디에이팩토리,중고배터리,니로,14,"₩7,306,997",일시,"₩102,297,958","₩15,157,931",2025. 2. 2,2025-04-17
20241021003,한국환경공단,주식회사 제이빌텍,폐배터리,SM3,1,"₩1,835,000",일시,"₩1,835,000","₩91,750",2024. 10. ,2022-11-09
20240704002,태형리싸이클링,주식회사 레플러스,중고배터리,니로,15,"₩8,479,505",일시,"₩127,192,575","₩12,892,558",2024-07-04,2024-08-05
20240902003,(주)에이텍모빌리티,사) 울산산업기술인력양성협회,중고배터리,CEVO,15,"₩8,092,223",일시,"₩121,383,345","₩15,121,556",2024-09-02,2024-10-03
20231003002,주식회사 레플러스,엠에이치기술개발,중고배터리,포터,11,"₩6,982,361",분할,"₩76,805,971","₩6,880,333",2023-10-03,2023-10-28
20240115001,성일하이텍(주),(주) 씨알메탈,중고배터리,코나,5,"₩14,406,665",일시,"₩72,033,325","₩8,829,341",2024-01-15,2024-02-10
20220620004,한국환경공단,(주)어스앤배터리,폐배터리,아이오닉,1,"₩1,503,000",일시,"₩1,503,000","₩75,150",2022-06-21,2022-09-13
20240418002,한국환경공단,(주)민테크,폐배터리(재사용),니로,1,"₩5,093,483",일시,"₩5,093,483","₩254,674",2024-04-22,2024-05-03
20220314006,한국환경공단,한국로봇융합연구원,폐배터리(재활용),코나,1,"₩2,000,000",일시,"₩2,000,000","₩100,000",2022-03-17,2022-12-07
20240721001,(주)비젼알앤이,주식회사디아이씨,중고배터리,E-FIIBIRD,16,"₩604,858",일시,"₩9,677,728","₩1,394,461",2024-07-21,2024-08-14
20250713001,(주)에이프로,㈜ 어스앤배터리,중고배터리,코나,9,"₩14,594,294",분할,"₩131,348,646","₩16,686,319",2025-07-13,2025-07-29
20230520002,인선모터스 주식회사,성일하이텍(주),중고배터리,아이오닉,8,"₩421,339",선급+잔금,"₩3,370,712","₩355,479",2023-05-20,2023-05-28
20250413002,아이에스동서,한국전지산업협회,중고배터리,SM3,3,"₩9,932,616",일시,"₩29,797,848","₩3,588,399",2025-04-13,2025-05-16
20250210001,아이에스동서,굿바이카 주식회사,중고배터리,트위지,18,"₩2,746,890",일시,"₩49,444,020","₩3,464,407",2025-02-10,2025-03-22
20241001001,인선모터스 주식회사,(주)지에스원,중고배터리,CEVO,8,"₩18,200,000",분할,"₩145,600,000","₩19,160,539",2024-10-01,2024-10-21
20230103001,인선모터스 주식회사,고려아연㈜ 온산제련소,중고배터리,니로,20,"₩11,474,315",일시,"₩229,486,300","₩25,931,512",2023-01-03,2023-01-23
20230402001,㈜ 에코비트프리텍,㈜ 엔에이치리사이텍컴퍼니,중고배터리,피스,10,"₩3,885,905",일시,"₩38,859,050","₩4,391,655",2023-04-02,2023-04-12
20240112003,한국환경공단,(주)솔라라이트,폐배터리(재사용),니로,9,"₩1,152,778",일시,"₩10,375,000","₩518,750",2024-01-18,2024-11-06
20240220003,(주) 비에이에너지,태형산업,중고배터리,피스,6,"₩8,357,138",일시,"₩50,142,828","₩6,366,019",2024-02-20,2024-03-20
20230824003,한국환경공단,(주) 민테크,중고배터리,기타,15,"₩923,910",일시,"₩13,858,650","₩1,468,993",2023-08-24,2023-09-23
20220907004,한국환경공단,엠에이치기술개발,폐배터리,SM3,1,"₩309,450",일시,"₩309,450","₩15,473",2022-09-16,2022-07-12
20240821002,(주)에이텍모빌리티,(주) 다원화학,중고배터리,CEVO,12,"₩4,538,181",후불,"₩54,458,172","₩3,883,303",2024-08-21,2024-09-27
20240823002,(주)에이프로,엠에이치기술개발,중고배터리,BlueOn,1,"₩11,412,378",일시,"₩11,412,378","₩1,530,934",2024-08-23,2024-09-03
20220314007,한국환경공단,한국전지산업협회,폐배터리,니로,18,"₩992,050",일시,"₩17,800,000","₩890,000",2022-03-17,2023-02-13
20220512001,한국환경공단,사단법인 한국전기차리빌딩협회,폐배터리(재활용),쏘울,2,"₩741,500",일시,"₩1,483,000","₩74,150",2022-05-16,2022-12-07
20230405004,한국환경공단,(주)민테크,폐배터리(재사용),볼트,2,"₩3,100,000",일시,"₩6,200,000","₩310,000",2023-04-10,2024-04-03
20230511001,한국환경공단,인선모터스 주식회사,폐배터리(재사용),포터,2,"₩1,600,000",일시,"₩3,200,000","₩160,000",2023-05-12,2025-03-10
20240823001,(주) 아이윈,(주)에이프로,중고배터리,봉고3,15,"₩18,200,000",일시,"₩273,000,000","₩28,943,007",2024-08-23,2024-08-30
20240216001,(주) 비에이에너지,(주) 퀀텀솔루션,중고배터리,니로,8,"₩11,177,875",분할,"₩89,423,000","₩8,627,350",2024-02-16,2024-03-16
20250702001,(주)한국파워셀,(주)엠텍정보기술,중고배터리,SM3,12,"₩2,189,788",분할,"₩26,277,456","₩3,341,454",2025-07-02,2025-07-12
20230518012,한국환경공단,한국로봇융합연구원,폐배터리(재활용),모델3,2,"₩4,500,000",일시,"₩9,000,000","₩450,000",2023-05-25,2024-01-31
20230226002,성일하이텍(주),(주)엠텍정보기술,중고배터리,리프,11,"₩309,948",일시,"₩3,409,428","₩314,015",2023-02-26,2023-03-19
20240422001,인선모터스 주식회사,주식회사 인터맥,중고배터리,CEVO,5,"₩639,575",일시,"₩3,197,875","₩470,196",2024-04-22,2024-04-27
20250803001,아이에스동서,인선모터스 주식회사,중고배터리,니로,5,"₩7,397,806",분할,"₩36,989,030","₩3,255,109",2025-08-03,2025-08-27
20250406001,(주) 씨알메탈,주식회사 피엠그로우,중고배터리,봉고3,5,"₩4,972,894",일시,"₩24,864,470","₩3,002,738",2025-04-06,2025-04-22
20240718001,(주) 어스텍,(주) 포엔,중고배터리,니로,14,"₩14,400,970",선급+잔금,"₩201,613,580","₩15,572,391",2024-07-18,2024-08-03
20220401003,한국환경공단,주식회사 에코프로씨엔지,폐배터리(재활용),니로,4,"₩610,000",분할,"₩2,440,000","₩122,000",2022-03-17,2024-12-31
20220328005,한국환경공단,(주)포엔,폐배터리,봉고3,2,"₩2,865,000",일시,"₩5,730,000","₩286,500",2022-04-01,2023-04-17
20250807001,고려아연㈜ 온산제련소,㈜ 에코비트프리텍,중고배터리,레이,10,"₩13,883,069",선급+잔금,"₩138,830,690","₩10,864,565",2025-08-07,2025-08-23
20240509010,(재)제주테크노파크,(주)씨알메탈,폐배터리(재활용),볼트,1,"₩810,000",일시,"₩810,000","₩40,500",2024-05-10,2024-05-23
20230313001,한국환경공단,(주)민테크,폐배터리(재사용),SM3,1,"₩488,000",일시,"₩488,000","₩24,400",2023-03-13,2022-09-29
20230411001,한국환경공단,주식회사 제이빌텍,폐배터리,SM3,1,"₩1,835,000",일시,"₩1,835,000","₩91,750",2023-04-14,2022-11-09
20230203001,주식회사디아이씨,쌍용직업전문학교,중고배터리,아이오닉,18,"₩5,812,945",일시,"₩104,633,010","₩9,303,889",2023-02-03,2023-02-08
20231211001,한국환경공단,인선모터스 주식회사,폐배터리(재사용),기타,1,"₩3,379,035",일시,"₩3,379,035","₩168,952",2023-12-11,2023-06-28
20231020001,(주)한국파워셀,주식회사 알오씨오토시스템,중고배터리,다니고,20,"₩8,377,209",분할,"₩167,544,180","₩14,693,132",2023-10-20,2023-11-14
20231126001,아이에스동서,한국화학융합시험연구원,중고배터리,봉고3,5,"₩1,390,004",일시,"₩6,950,020","₩988,707",2023-11-26,2023-12-30
20241110002,하나기술,주식회사 이브이씨씨,중고배터리,포터,14,"₩8,953,428",일시,"₩125,347,992","₩18,712,201",2024-11-10,2024-12-22
20230117001,한국환경공단,(주)금일,폐배터리(재활용),블루온,6,"₩320,000",일시,"₩1,920,000","₩96,000",2023-01-19,2023-08-04
20220328009,한국환경공단,주식회사 시너지,폐배터리(재활용),니로,3,"₩3,535,667",일시,"₩10,607,000","₩530,350",2022-04-01,2025-01-22
20231007001,(주)에이프로,(주)비엠테크,중고배터리,스파크,12,"₩2,109,229",일시,"₩25,310,748","₩3,608,781",2023-10-07,2023-11-20
20250120001,(주) 금일,굿바이카(주),중고배터리,레이,8,"₩3,585,805",일시,"₩28,686,440","₩2,817,912",2025-01-20,2025-02-14
20240829002,(주) 민테크,(주)엠텍정보기술,중고배터리,봉고3,13,"₩1,926,031",일시,"₩25,038,403","₩2,959,501",2024-08-29,2024-10-03
20241115001,인선모터스 주식회사,㈜ 엔에이치리사이텍컴퍼니,중고배터리,포터,7,"₩11,686,091",후불,"₩81,802,637","₩9,627,080",2024. 11. ,2024-12-03
20250712001,고려아연㈜ 온산제련소,한국환경공단,중고배터리,레이,19,"₩237,088",일시,"₩4,504,672","₩468,010",2025-07-12,2025-08-09
20250403001,고려아연㈜ 온산제련소,디에이팩토리,중고배터리,레이,6,"₩12,070,911",일시,"₩72,425,466","₩7,874,389",2025. 2. 2,2025-04-17
20240909008,한국환경공단,(주)엠텍정보기술,폐배터리(재사용),볼트,1,"₩2,350,000",일시,"₩2,350,000","₩117,500",2024-09-11,2024-09-27
20240115001,성일하이텍(주),(주) 씨알메탈,중고배터리,아이오닉,5,"₩9,204,712",일시,"₩46,023,560","₩4,404,106",2024-01-15,2024-02-10
20230112001,인선모터스 주식회사,㈜ 이알,중고배터리,포터,14,"₩2,641,341",일시,"₩36,978,774","₩4,813,644",2023-01-12,2023-02-12
20240605002,아이에스동서,한국전지산업협회,중고배터리,레이,16,"₩5,848,617",일시,"₩93,577,872","₩6,974,356",2024-06-05,2024-06-16
20221213001,한국환경공단,에이프로,폐배터리(재사용),니로,4,"₩5,031,355",일시,"₩20,125,418","₩1,006,271",2022-12-15,2023-01-04
20241022001,(주) 아이윈,인선모터스 주식회사,중고배터리,트위지,9,"₩790,687",일시,"₩7,116,183","₩931,335",2024-10-22,2024-11-08
20240330001,(주) 다원화학,(주) 어스텍,중고배터리,니로,1,"₩6,722,824",분할,"₩6,722,824","₩650,163",2024-03-30,2024-04-24
20250221005,한국환경공단,(주)민테크,폐배터리,쏘울,1,"₩330,000",일시,"₩330,000","₩16,500",2025. 2. 2,2023-02-14
20240422002,주식회사디아이씨,부산자동차직업학교,중고배터리,쏘울,15,"₩9,900,752",일시,"₩148,511,280","₩18,882,252",2024-04-22,2024-05-14
20220718001,한국환경공단,주식회사이브이씨씨,폐배터리(재사용),코나,1,"₩3,300,000",일시,"₩3,300,000","₩165,000",2022-07-22,2023-11-27
20220907001,(재)제주테크노파크,(주)솔라라이트,폐배터리(재활용),SM3,1,"₩310,000",일시,"₩310,000","₩15,500",2022-09-08,2024-05-29
20241015003,한국환경공단,주식회사 에코프로씨엔지,폐배터리(재활용),코나,2,"₩640,000",일시,"₩1,280,000","₩128,000",2024-10-21,2024-11-01
20240314001,(주) 비에이에너지,부산자동차직업학교,중고배터리,쏘울,9,"₩12,092,403",분할,"₩108,831,627","₩15,983,221",2024-03-14,2024-04-11
20220907002,한국환경공단,주식회사 알디솔루션,폐배터리(재활용),SM3,11,"₩1,562,727",일시,"₩17,190,000","₩859,500",2022-09-16,2023-10-06
20230111001,하나기술,한국로봇융합연구원,중고배터리,쏘울,7,"₩1,510,536",일시,"₩10,573,752","₩1,444,978",2023-01-11,2023-02-22
20240611001,한국환경공단,주식회사이브이씨씨,폐배터리(재사용),코나,5,"₩3,280,000",일시,"₩16,400,000","₩820,000",2024-06-12,2024-06-25
20240607004,한국환경공단,성일하이텍(주),폐배터리(외관결함),기타,3,"₩2,200,734",일시,"₩6,602,200","₩330,110",2024-06-13,2024-07-31
20230214001,(주)에이프로,(주) 다원화학,중고배터리,레이,1,"₩4,416,744",일시,"₩4,416,744","₩381,254",2023-02-14,2023-03-22
20231208003,주식회사디아이씨,공주대학교,중고배터리,니로,3,"₩7,753,746",분할,"₩23,261,238","₩1,993,422",2023-12-08,2023-12-18
20240921001,고려아연㈜ 온산제련소,(재) 제주테크노파크,중고배터리,니로,5,"₩19,565,727",일시,"₩97,828,635","₩8,706,168",2024-09-21,2024-10-03
20230620002,아이에스동서,성일하이텍(주),중고배터리,쏘울,15,"₩12,335,193",후불,"₩185,027,895","₩19,880,812",2023-06-20,2023-06-28
20240321002,공주대학교,(주)비젼알앤이,중고배터리,봉고3,8,"₩5,144,024",일시,"₩41,152,192","₩6,146,254",2024-03-21,2024-04-19
20250127001,아이에스동서,원광전력(주),중고배터리,BlueOn,1,"₩11,792,054",선급+잔금,"₩11,792,054","₩1,493,350",2025-01-27,2025-02-21
20250805001,㈜ 에코비트프리텍,굿바이카 주식회사,중고배터리,CEVO,3,"₩5,645,968",후불,"₩16,937,904","₩2,461,607",2025-08-05,2025-09-13
20250719001,사) 울산산업기술인력양성협회,(주)에이프로,중고배터리,볼트,8,"₩4,879,891",일시,"₩39,039,128","₩3,028,506",2025-07-19,2025-08-18
20240610010,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),포터,6,"₩2,000,000",일시,"₩12,000,000","₩600,000",2024-06-12,2024-06-25
20250526003,주식회사디아이씨,㈜ 어스앤배터리,중고배터리,코나,3,"₩10,200,464",일시,"₩30,601,392","₩3,804,249",2025. 5. 2,2025-06-21
20250105001,주식회사이투지,공주대학교,중고배터리,SM3,7,"₩630,942",일시,"₩4,416,594","₩560,928",2025-01-05,2025-02-12
20221017001,한국환경공단,한국배터리산업협회,폐배터리(재사용),포터,2,"₩11,350,000",일시,"₩22,700,000","₩1,135,000",2022-10-21,2023-11-07
20240308001,(주)에이프로,(주)엠텍정보기술,중고배터리,코나,16,"₩4,427,467",일시,"₩70,839,472","₩8,490,732",2024-03-08,2024-04-19
20240512001,(주) 민테크,(주) 다원화학,중고배터리,아이오닉,1,"₩18,200,000",일시,"₩18,200,000","₩1,993,213",2024-05-12,2024-05-28
20221019002,한국환경공단,주식회사이투지,폐배터리(재사용),기타,1,"₩2,811,002",일시,"₩2,811,002","₩140,551",2022-10-21,2023-08-01
20240807002,(주)에이프로,(주) 어스텍,중고배터리,포터,13,"₩5,074,036",일시,"₩65,962,468","₩7,823,292",2024-08-07,2024-09-04
20230607001,주식회사디아이씨,하나기술,중고배터리,포터,13,"₩10,797,190",선급+잔금,"₩140,363,470","₩12,945,531",2023-06-07,2023-07-06
20241013001,성일하이텍(주),공주대학교,중고배터리,레이,19,"₩18,200,000",일시,"₩345,800,000","₩46,839,372",2024-10-13,2024-11-14
20241015002,한국환경공단,(주)민테크,폐배터리(재사용),코나,2,"₩3,427,000",일시,"₩6,854,000","₩342,700",2024-10-18,2024-10-31
20240309001,주식회사이투지,주식회사 레플러스,중고배터리,아이오닉,1,"₩13,216,847",일시,"₩13,216,847","₩1,489,908",2024-03-09,2024-03-19
20240130001,인선모터스 주식회사,에스쓰리알,중고배터리,리프,8,"₩4,818,426",일시,"₩38,547,408","₩4,815,954",2024-01-30,2024-03-04
20240909004,한국환경공단,신오케미칼(주)안성공장,폐배터리(재활용),레이,3,"₩144,000",일시,"₩432,000","₩21,600",2024-09-11,2024-09-27
20250706002,굿바이카 주식회사,주식회사 알오씨오토시스템,중고배터리,레이,11,"₩388,510",선급+잔금,"₩4,273,610","₩404,487",2025-07-06,2025-07-17
20240611001,한국환경공단,주식회사이브이씨씨,폐배터리(재사용),니로,5,"₩3,280,000",일시,"₩16,400,000","₩820,000",2024-06-12,2024-06-25
20240310001,(주) 인지이솔루션,주식회사 알오씨오토시스템,중고배터리,레이,18,"₩14,236,691",후불,"₩256,260,438","₩23,615,914",2024-03-10,2024-04-22
20230122001,성일하이텍(주),인선모터스 주식회사,중고배터리,볼트,15,"₩12,524,957",일시,"₩187,874,355","₩16,692,214",2023-01-22,2023-03-02
20221019004,(재)제주테크노파크,주식회사 이알,폐배터리(재활용),쏘울,40,"₩175,000",일시,"₩7,000,000","₩350,000",2022-10-21,2024-12-04
20220401002,한국환경공단,한국전지산업협회,폐배터리,코나,1,"₩3,300,000",일시,"₩3,300,000","₩165,000",2022-03-17,2022-04-20
20250704002,인선모터스 주식회사,(주)엠텍정보기술,중고배터리,포터,1,"₩13,825,862",분할,"₩13,825,862","₩1,711,939",2025-07-04,2025-08-14
20221014003,한국환경공단,(주)비젼알앤이,폐배터리(재사용),아이오닉,5,"₩468,600",일시,"₩2,343,000","₩117,150",2022-10-17,2024-10-31
20221116003,한국환경공단,인선모터스 주식회사,폐배터리(재사용),코나,1,"₩5,342,171",일시,"₩5,342,171","₩267,109",2022-11-18,2023-01-04
