제작사,제원관리번호,차명,연식,제작일자,셀 간 균형,평균전압_OCV_meas,SOC_calc,사용연수(t),캘린더 열화(△Q_cal),사이클 열화(△Q_cyc),SoH_pred(%),취득원가,연간감가비,조정연간감가비,중고거래가격
기아 주식회사,A0110006100531221,니로 EV,2022,2021-08-11,정상,3.799375,86.12603956,3.936111111,0.03967927,0.06921381,56.0409,"₩24,800,000 ","₩4,880,778 ","₩8,709,314 ","₩16,090,686 "
기아 주식회사,A0110006100361219,니로 EV,2020,2020-09-28,정상,3.559791667,76.20317825,4.805555556,0.043843155,0.046556274,98.5603,"₩24,800,000 ","₩5,958,889 ","₩6,045,932 ","₩18,754,068 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-04-03,심각,3.56,76.21190431,6.291666667,0.05016639,0.086441551,60.3902,"₩24,800,000 ","₩7,801,667 ","₩12,918,763 ","₩11,881,237 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-19,정상,3.74,83.81884739,6.330555556,0.050321191,0.088173606,52.4182,"₩24,800,000 ","₩7,849,889 ","₩14,975,503 ","₩9,824,497 "
기아 주식회사,A0110006100321219,니로 EV,2019,2019-07-22,우수,3.56,76.21190431,5.988888889,0.048944413,0.187260293,75.255,"₩24,800,000 ","₩7,426,222 ","₩9,868,078 ","₩14,931,922 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-18,정상,3.74,83.81884739,6.25,0.05,0.046372243,99.4187,"₩24,800,000 ","₩7,750,000 ","₩7,795,314 ","₩17,004,686 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-07-15,경고,3.56,76.21190431,4.008333333,0.040041645,0.045418279,93.712,"₩24,800,000 ","₩4,970,333 ","₩5,303,839 ","₩19,496,161 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-22,경고,3.559791667,76.20317825,6.155555556,0.049620784,0.157752179,80.0473,"₩24,800,000 ","₩7,632,889 ","₩9,535,473 ","₩15,264,527 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-11-08,우수,3.558958333,76.16827398,6.694444444,0.051747249,0.158001322,71.4434,"₩24,800,000 ","₩8,301,111 ","₩11,619,143 ","₩13,180,857 "
기아 주식회사,A0110006100141218,니로 EV,2019,2018-08-06,심각,3.74,83.81884739,6.95,0.052725705,0.192636536,54.954,"₩24,800,000 ","₩8,618,000 ","₩15,682,207 ","₩9,117,793 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-28,우수,3.569791667,76.6281204,6.138888889,0.049553562,0.159022591,86.0587,"₩24,800,000 ","₩7,612,222 ","₩8,845,384 ","₩15,954,616 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-09-02,경고,3.74,83.81884739,3.877777778,0.039384148,0.086869966,77.2186,"₩24,800,000 ","₩4,808,444 ","₩6,227,055 ","₩18,572,945 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-30,경고,3.74,83.81884739,5.8,0.048166378,0.082715418,95.91,"₩24,800,000 ","₩7,192,000 ","₩7,498,697 ","₩17,301,303 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-10-12,심각,3.74,83.81884739,6.766666667,0.052025635,0.192938666,71.1688,"₩24,800,000 ","₩8,390,667 ","₩11,789,811 ","₩13,010,189 "
기아 주식회사,A0110006100501220,니로 EV,2021,2020-10-17,정상,3.738125,83.74031279,4.752777778,0.043601733,0.197173305,66.5168,"₩24,800,000 ","₩5,893,444 ","₩8,860,084 ","₩15,939,916 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-09-15,경고,4.1075,95.30080446,3.841666667,0.03920034,0.091301474,89.6988,"₩24,800,000 ","₩4,763,667 ","₩5,310,736 ","₩19,489,264 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-06,정상,3.580208333,77.12907126,6.366666667,0.050464509,0.105797472,83.7029,"₩24,800,000 ","₩7,894,667 ","₩9,431,772 ","₩15,368,228 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-08-31,정상,3.58,77.11905224,3.883333333,0.03941235,0.032243094,53.4511,"₩24,800,000 ","₩4,815,333 ","₩9,008,857 ","₩15,791,143 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-22,심각,3.58,77.11905224,5.905555556,0.048602698,0.063249851,70.9514,"₩24,800,000 ","₩7,322,889 ","₩10,320,993 ","₩14,479,007 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-24,정상,3.719791667,83.04264815,5.983333333,0.048921706,0.091237069,89.2171,"₩24,800,000 ","₩7,419,333 ","₩8,316,044 ","₩16,483,956 "
기아 주식회사,A0110006100141218,니로 EV,2019,2018-07-26,우수,4.090833333,94.81268935,6.977777778,0.052830967,0.158521331,70.4655,"₩24,800,000 ","₩8,652,444 ","₩12,278,980 ","₩12,521,020 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-10-18,정상,4.03375,93.21466645,5.75,0.047958315,0.142985815,85.9382,"₩24,800,000 ","₩7,130,000 ","₩8,296,660 ","₩16,503,340 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-07,경고,4.113958333,95.49283879,6.363888889,0.050453499,0.114277416,86.5189,"₩24,800,000 ","₩7,891,222 ","₩9,120,807 ","₩15,679,193 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-10,정상,4.034583333,93.23747168,5.855555556,0.04839651,0.153992876,85.2439,"₩24,800,000 ","₩7,260,889 ","₩8,517,781 ","₩16,282,219 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-03-14,경고,4.1,95.08115266,6.344444444,0.050376361,0.173059454,84.5443,"₩24,800,000 ","₩7,867,111 ","₩9,305,312 ","₩15,494,688 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-03-15,심각,4.1,95.08115266,6.341666667,0.050365332,0.120597716,62.4794,"₩24,800,000 ","₩7,863,667 ","₩12,586,015 ","₩12,213,985 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-01-31,경고,4.1,95.08115266,5.466666667,0.046761808,0.170997895,53.1478,"₩24,800,000 ","₩6,778,667 ","₩12,754,369 ","₩12,045,631 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-02-27,정상,4.1,95.08115266,6.391666667,0.050563491,0.115869593,97.3581,"₩24,800,000 ","₩7,925,667 ","₩8,140,737 ","₩16,659,263 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-03-18,경고,4.1,95.08115266,6.333333333,0.05033223,0.174370248,69.012,"₩24,800,000 ","₩7,853,333 ","₩11,379,663 ","₩13,420,337 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-27,정상,4.1,95.08115266,6.308333333,0.050232791,0.111988462,90.6186,"₩24,800,000 ","₩7,822,333 ","₩8,632,150 ","₩16,167,850 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-11,정상,4.1,95.08115266,6.269444444,0.050077717,0.160716519,58.1096,"₩24,800,000 ","₩7,774,111 ","₩13,378,359 ","₩11,421,641 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-03-30,심각,4.1,95.08115266,4.3,0.041472883,0.037902638,76.8782,"₩24,800,000 ","₩5,332,000 ","₩6,935,646 ","₩17,864,354 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-24,우수,4.1,95.08115266,6.15,0.049598387,0.086739413,52.9193,"₩24,800,000 ","₩7,626,000 ","₩14,410,621 ","₩10,389,379 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-12,심각,4.1,95.08115266,6.1,0.049396356,0.120164006,78.1075,"₩24,800,000 ","₩7,564,000 ","₩9,684,089 ","₩15,115,911 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-30,우수,4.099791667,95.07505122,6.133333333,0.049531135,0.056723369,70.4813,"₩24,800,000 ","₩7,605,333 ","₩10,790,569 ","₩14,009,431 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-06-25,정상,4.1,95.08115266,6.063888889,0.049249929,0.133014196,82.7181,"₩24,800,000 ","₩7,519,222 ","₩9,090,178 ","₩15,709,822 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-06-14,심각,4.1,95.08115266,6.094444444,0.049373857,0.196292067,62.8319,"₩24,800,000 ","₩7,557,111 ","₩12,027,507 ","₩12,772,493 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-27,심각,3.920208333,89.96511497,6.141666667,0.049564772,0.153155828,76.9089,"₩24,800,000 ","₩7,615,667 ","₩9,902,192 ","₩14,897,808 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-16,우수,4.1,95.08115266,6.005555556,0.04901247,0.092838867,72.2161,"₩24,800,000 ","₩7,446,889 ","₩10,311,951 ","₩14,488,049 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-09-14,정상,4.1,95.08115266,3.844444444,0.03921451,0.039980832,59.1915,"₩24,800,000 ","₩4,767,111 ","₩8,053,709 ","₩16,746,291 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-02-15,정상,3.92,89.95907409,6.425,0.050695167,0.307845389,71.7087,"₩24,800,000 ","₩7,967,000 ","₩11,110,228 ","₩13,689,772 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-09-04,우수,4.1,95.08115266,6.872222222,0.052429847,0.19792711,84.3345,"₩24,800,000 ","₩8,521,556 ","₩10,104,472 ","₩14,695,528 "
기아 주식회사,A0110006100491220,니로 EV,2021,2021-03-10,경고,3.92,89.95907409,4.355555556,0.041739936,0.136545885,52.6202,"₩24,800,000 ","₩5,400,889 ","₩10,263,908 ","₩14,536,092 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-30,우수,3.92,89.95907409,6.133333333,0.049531135,0.042283993,75.4892,"₩24,800,000 ","₩7,605,333 ","₩10,074,730 ","₩14,725,270 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-07-16,우수,4.10375,95.19097856,4.005555556,0.040027768,0.043596439,93.1362,"₩24,800,000 ","₩4,966,889 ","₩5,332,931 ","₩19,467,069 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-03-02,정상,4.099375,95.06284834,5.377777778,0.046380072,0.022465166,96.6135,"₩24,800,000 ","₩6,668,444 ","₩6,902,187 ","₩17,897,813 "
기아 주식회사,A0110006100311219,니로 EV,2019,2019-07-09,심각,3.92,89.95907409,6.025,0.049091751,0.171291439,90.7718,"₩24,800,000 ","₩7,471,000 ","₩8,230,530 ","₩16,569,470 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-04-20,경고,4.101458333,95.12386273,4.244444444,0.041204099,0.033354552,95.844,"₩24,800,000 ","₩5,263,111 ","₩5,491,331 ","₩19,308,669 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-02-26,우수,4.099583333,95.06894978,6.394444444,0.050574478,0.181991719,88.4454,"₩24,800,000 ","₩7,929,111 ","₩8,964,979 ","₩15,835,021 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-10,경고,4.042083333,93.44271882,6.022222222,0.049080433,0.106116717,83.0069,"₩24,800,000 ","₩7,467,556 ","₩8,996,307 ","₩15,803,693 "
기아 주식회사,A0110006100501220,니로 EV,2021,2021-03-11,경고,4.04,93.38570573,4.352777778,0.041726624,0.090842961,89.3821,"₩24,800,000 ","₩5,397,444 ","₩6,038,619 ","₩18,761,381 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-10-11,경고,3.911041667,89.69931655,6.769444444,0.052036312,0.231664801,75.707,"₩24,800,000 ","₩8,394,111 ","₩11,087,629 ","₩13,712,371 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-29,우수,4.04,93.38570573,6.302777778,0.050210667,0.155794602,84.9134,"₩24,800,000 ","₩7,815,444 ","₩9,204,018 ","₩15,595,982 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-29,우수,4.04,93.38570573,6.219444444,0.049877628,0.119234752,66.4391,"₩24,800,000 ","₩7,712,111 ","₩11,607,790 ","₩13,192,210 "
기아 주식회사,A0110006100371219,니로 EV,2020,2020-06-09,우수,4.04,93.38570573,5.108333333,0.045203245,0.121879511,97.2192,"₩24,800,000 ","₩6,334,333 ","₩6,515,517 ","₩18,284,483 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-07-12,경고,4.04,93.38570573,4.016666667,0.040083247,0.163487525,68.4547,"₩24,800,000 ","₩4,980,667 ","₩7,275,858 ","₩17,524,142 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-24,정상,4.04,93.38570573,6.15,0.049598387,0.189023266,74.2175,"₩24,800,000 ","₩7,626,000 ","₩10,275,205 ","₩14,524,795 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-06-11,정상,4.04,93.38570573,4.102777778,0.04051063,0.044153419,81.4391,"₩24,800,000 ","₩5,087,444 ","₩6,246,931 ","₩18,553,069 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-07-27,경고,4.04,93.38570573,6.975,0.052820451,0.150288464,83.8878,"₩24,800,000 ","₩8,649,000 ","₩10,310,200 ","₩14,489,800 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-30,심각,3.760208333,84.66527583,5.8,0.048166378,0.086674747,80.1349,"₩24,800,000 ","₩7,192,000 ","₩8,974,866 ","₩15,825,134 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-06-01,우수,3.76,84.65654976,4.130555556,0.040647536,0.104127276,76.3664,"₩24,800,000 ","₩5,121,889 ","₩6,706,993 ","₩18,093,007 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-03-27,우수,3.76,84.65654976,6.308333333,0.050232791,0.091084543,98.3909,"₩24,800,000 ","₩7,822,333 ","₩7,950,261 ","₩16,849,739 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-05-21,우수,3.76,84.65654976,5.158333333,0.045423929,0.158573843,65.1063,"₩24,800,000 ","₩6,396,333 ","₩9,824,446 ","₩14,975,554 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-09-05,경고,3.76,84.65654976,6.869444444,0.05241925,0.199916376,74.2873,"₩24,800,000 ","₩8,518,111 ","₩11,466,443 ","₩13,333,557 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-05,우수,3.755,84.44712417,6.369444444,0.050475517,0.049730904,52.2219,"₩24,800,000 ","₩7,898,111 ","₩15,124,136 ","₩9,675,864 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-25,우수,3.594166667,77.79462999,5.980555556,0.048910349,0.077708374,73.9578,"₩24,800,000 ","₩7,415,889 ","₩10,027,190 ","₩14,772,810 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-17,심각,3.5,73.63954082,6.169444444,0.049676733,0.160104399,79.7597,"₩24,800,000 ","₩7,650,111 ","₩9,591,449 ","₩15,208,551 "
기아 주식회사,A0110006100491220,니로 EV,2021,2021-01-12,경고,3.62,78.86136646,4.516666667,0.042504902,0.02434835,66.9605,"₩24,800,000 ","₩5,600,667 ","₩8,364,135 ","₩16,435,865 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-03,심각,3.62,78.86136646,6.291666667,0.05016639,0.17203136,98.4687,"₩24,800,000 ","₩7,801,667 ","₩7,922,991 ","₩16,877,009 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-03-28,경고,3.62,78.86136646,6.305555556,0.050221731,0.080098888,71.1288,"₩24,800,000 ","₩7,818,889 ","₩10,992,578 ","₩13,807,422 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-02,우수,3.62,78.86136646,6.294444444,0.050177463,0.048432974,75.158,"₩24,800,000 ","₩7,805,111 ","₩10,384,937 ","₩14,415,063 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-04-20,심각,3.62,78.86136646,4.244444444,0.041204099,0.057910315,81.147,"₩24,800,000 ","₩5,263,111 ","₩6,485,897 ","₩18,314,103 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-04-06,우수,3.62,78.86136646,4.283333333,0.041392431,0.051839528,66.2547,"₩24,800,000 ","₩5,311,333 ","₩8,016,538 ","₩16,783,462 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-06-14,경고,3.62,78.86136646,4.094444444,0.040469467,0.057823912,66.0219,"₩24,800,000 ","₩5,077,111 ","₩7,690,041 ","₩17,109,959 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-09-01,정상,3.62,78.86136646,3.880555556,0.039398252,0.04149952,74.4128,"₩24,800,000 ","₩4,811,889 ","₩6,466,480 ","₩18,333,520 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-10-07,정상,3.761666667,84.72635829,3.780555556,0.038887302,0.053761879,58.7186,"₩24,800,000 ","₩4,687,889 ","₩7,983,652 ","₩16,816,348 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-09-13,정상,3.760625,84.68272796,3.847222222,0.039228674,0.162435973,73.3444,"₩24,800,000 ","₩4,770,556 ","₩6,504,321 ","₩18,295,679 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-20,심각,3.78,85.41877083,6.077777778,0.049306299,0.091179652,70.915,"₩24,800,000 ","₩7,536,444 ","₩10,627,433 ","₩14,172,567 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-12-08,심각,3.78,85.41877083,3.611111111,0.038005848,0.013528066,99.3878,"₩24,800,000 ","₩4,477,778 ","₩4,505,360 ","₩20,294,640 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-23,심각,3.779791667,85.41104215,6.152777778,0.049609587,0.104068276,91.0927,"₩24,800,000 ","₩7,629,444 ","₩8,375,473 ","₩16,424,527 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-09-14,경고,3.923125,90.04968719,6.844444444,0.052323778,0.175307062,91.5637,"₩24,800,000 ","₩8,487,111 ","₩9,269,078 ","₩15,530,922 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-05-06,경고,3.903333333,89.47274308,4.2,0.040987803,0.080516951,73.1663,"₩24,800,000 ","₩5,208,000 ","₩7,118,031 ","₩17,681,969 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-16,심각,3.940625,90.55712052,6.172222222,0.049687915,0.072747301,50.6709,"₩24,800,000 ","₩7,653,556 ","₩15,104,440 ","₩9,695,560 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-24,경고,3.94,90.5389979,6.233333333,0.049933289,0.108741114,61.2821,"₩24,800,000 ","₩7,729,333 ","₩12,612,710 ","₩12,187,290 "
기아 주식회사,A0110006100141218,니로 EV,2019,2019-04-23,심각,3.94,90.5389979,6.236111111,0.049944414,0.093859019,57.9921,"₩24,800,000 ","₩7,732,778 ","₩13,334,192 ","₩11,465,808 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-04-15,우수,3.94,90.5389979,4.258333333,0.041271459,0.108547516,58.1778,"₩24,800,000 ","₩5,280,333 ","₩9,076,200 ","₩15,723,800 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-17,심각,3.94,90.5389979,6.002777778,0.049001134,0.072671613,66.4714,"₩24,800,000 ","₩7,443,444 ","₩11,197,966 ","₩13,602,034 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-24,정상,3.94,90.5389979,5.983333333,0.048921706,0.080393489,62.3168,"₩24,800,000 ","₩7,419,333 ","₩11,905,832 ","₩12,894,168 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-10-18,정상,3.94,90.5389979,3.75,0.038729833,0.044699595,85.6348,"₩24,800,000 ","₩4,650,000 ","₩5,430,035 ","₩19,369,965 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-25,경고,3.94,90.5389979,5.813888889,0.048224014,0.162560124,66.3788,"₩24,800,000 ","₩7,209,222 ","₩10,860,730 ","₩13,939,270 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-03-31,심각,3.939791667,90.53295703,4.3,0.041472883,0.062636335,54.0297,"₩24,800,000 ","₩5,332,000 ","₩9,868,646 ","₩14,931,354 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-21,경고,4.056666667,93.84181047,6.325,0.050299105,0.070559302,85.3795,"₩24,800,000 ","₩7,843,000 ","₩9,186,046 ","₩15,613,954 "
기아 주식회사,A0110006100501220,니로 EV,2021,2020-11-12,우수,4.050625,93.6764725,4.683333333,0.043282021,0.158922159,77.2142,"₩24,800,000 ","₩5,807,333 ","₩7,521,069 ","₩17,278,931 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-07-28,정상,4.061041667,93.96153797,3.972222222,0.039860869,0.105129196,57.401,"₩24,800,000 ","₩4,925,556 ","₩8,580,958 ","₩16,219,042 "
기아 주식회사,A0110006100361219,니로 EV,2020,2020-01-14,우수,4.06,93.93303142,5.511111111,0.046951512,0.16080746,54.1131,"₩24,800,000 ","₩6,833,778 ","₩12,628,694 ","₩12,171,306 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-20,정상,4.06,93.93303142,6.327777778,0.050310149,0.119963235,64.6782,"₩24,800,000 ","₩7,846,444 ","₩12,131,513 ","₩12,668,487 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-10,우수,4.06,93.93303142,6.272222222,0.05008881,0.174347469,88.2724,"₩24,800,000 ","₩7,777,556 ","₩8,810,858 ","₩15,989,142 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-27,심각,3.792708333,85.8902205,5.891666667,0.048545511,0.065108636,78.1508,"₩24,800,000 ","₩7,305,667 ","₩9,348,166 ","₩15,451,834 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-06-30,경고,4.06,93.93303142,4.05,0.040249224,0.093637905,93.2731,"₩24,800,000 ","₩5,022,000 ","₩5,384,189 ","₩19,415,811 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-14,경고,4.06,93.93303142,5.927777778,0.048694056,0.051999285,74.6104,"₩24,800,000 ","₩7,350,444 ","₩9,851,769 ","₩14,948,231 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-12,경고,4.06,93.93303142,6.1,0.049396356,0.15749524,63.7629,"₩24,800,000 ","₩7,564,000 ","₩11,862,698 ","₩12,937,302 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-10,경고,4.06,93.93303142,5.855555556,0.04839651,0.106303463,64.0149,"₩24,800,000 ","₩7,260,889 ","₩11,342,498 ","₩13,457,502 "
기아 주식회사,A0110006100371219,니로 EV,2020,2020-05-28,우수,4.056666667,93.84181047,5.138888889,0.045338235,0.169796734,87.749,"₩24,800,000 ","₩6,372,222 ","₩7,261,874 ","₩17,538,126 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-08-16,우수,3.696041667,82.11289048,5.922222222,0.048671233,0.104265048,56.3524,"₩24,800,000 ","₩7,343,556 ","₩13,031,487 ","₩11,768,513 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-03,경고,3.7,82.27868574,6.125,0.049497475,0.06769123,53.3611,"₩24,800,000 ","₩7,595,000 ","₩14,233,215 ","₩10,566,785 "
기아 주식회사,A0110006100141218,니로 EV,2019,2018-09-04,정상,3.7,82.27868574,6.872222222,0.052429847,0.135464211,62.1958,"₩24,800,000 ","₩8,521,556 ","₩13,701,175 ","₩11,098,825 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-13,경고,3.644583333,79.99603665,6.347222222,0.050387388,0.071438358,78.8257,"₩24,800,000 ","₩7,870,556 ","₩9,984,758 ","₩14,815,242 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-09-08,경고,3.7,82.27868574,3.861111111,0.03929942,0.041854389,55.9343,"₩24,800,000 ","₩4,787,778 ","₩8,559,645 ","₩16,240,355 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-11,경고,3.699791667,82.26995968,6.019444444,0.049069112,0.161434369,55.8743,"₩24,800,000 ","₩7,464,111 ","₩13,358,755 ","₩11,441,245 "
기아 주식회사,A0110006100141218,니로 EV,2019,2018-09-10,우수,3.997916667,92.20938045,6.855555556,0.052366232,0.14863428,67.021,"₩24,800,000 ","₩8,500,889 ","₩12,683,918 ","₩12,116,082 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-29,정상,3.64,79.78264461,6.219444444,0.049877628,0.066690888,63.2481,"₩24,800,000 ","₩7,712,111 ","₩12,193,427 ","₩12,606,573 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-05-21,정상,4,92.26804226,6.158333333,0.049631979,0.093342962,89.8953,"₩24,800,000 ","₩7,636,333 ","₩8,494,697 ","₩16,305,303 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-09,경고,3.64,79.78264461,6.275,0.0500999,0.10271569,53.6019,"₩24,800,000 ","₩7,781,000 ","₩14,516,276 ","₩10,283,724 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-06-19,우수,3.64,79.78264461,6.080555556,0.049317565,0.122166402,74.4612,"₩24,800,000 ","₩7,539,889 ","₩10,125,930 ","₩14,674,070 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-10,경고,4,92.26804226,6.272222222,0.05008881,0.094333274,96.5125,"₩24,800,000 ","₩7,777,556 ","₩8,058,599 ","₩16,741,401 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-04,우수,4,92.26804226,6.038888889,0.049148302,0.074774352,78.8263,"₩24,800,000 ","₩7,488,222 ","₩9,499,650 ","₩15,300,350 "
기아 주식회사,A0110006100551221,니로 EV,2022,2021-08-19,정상,4,92.26804226,3.913888889,0.039567102,0.120336448,69.1809,"₩24,800,000 ","₩4,853,222 ","₩7,015,263 ","₩17,784,737 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-08-24,경고,3.64,79.78264461,4.9,0.044271887,0.044205137,83.6122,"₩24,800,000 ","₩6,076,000 ","₩7,266,882 ","₩17,533,118 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-09-04,정상,4,92.26804226,5.872222222,0.048465337,0.1596098,78.5066,"₩24,800,000 ","₩7,281,556 ","₩9,275,087 ","₩15,524,913 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-16,경고,3.64,79.78264461,6.005555556,0.04901247,0.153249736,71.4887,"₩24,800,000 ","₩7,446,889 ","₩10,416,876 ","₩14,383,124 "
기아 주식회사,A0110006100531221,니로 EV,2022,2021-10-14,심각,3.64,79.78264461,3.761111111,0.038787169,0.03296254,65.3702,"₩24,800,000 ","₩4,663,778 ","₩7,134,410 ","₩17,665,590 "
기아 주식회사,A0110006100151218,니로 EV,2019,2018-10-31,우수,3.64,79.78264461,6.716666667,0.051833065,0.141172269,60.2131,"₩24,800,000 ","₩8,328,667 ","₩13,831,985 ","₩10,968,015 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-07-24,정상,3.639791667,79.77294497,5.983333333,0.048921706,0.153439692,66.01,"₩24,800,000 ","₩7,419,333 ","₩11,239,711 ","₩13,560,289 "
기아 주식회사,A0110006100351219,니로 EV,2020,2020-05-21,경고,4.000833333,92.29150698,5.158333333,0.045423929,0.072993294,94.367,"₩24,800,000 ","₩6,396,333 ","₩6,778,146 ","₩18,021,854 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-04-15,경고,3.82,86.82061113,6.258333333,0.050033322,0.165225015,56.9129,"₩24,800,000 ","₩7,760,333 ","₩13,635,456 ","₩11,164,544 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-03-26,경고,3.96,91.11892172,6.311111111,0.05024385,0.210385975,70.1929,"₩24,800,000 ","₩7,825,778 ","₩11,148,959 ","₩13,651,041 "
기아 주식회사,A0110006100151218,니로 EV,2019,2019-02-25,경고,3.96,91.11892172,6.397222222,0.050585461,0.155991408,99.6697,"₩24,800,000 ","₩7,932,556 ","₩7,958,844 ","₩16,841,156 "
